taxon_name,total_bases,full_lineage,taxid_lineage,taxid
Enterococcus durans,6491679,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus durans,131567;2;1783272;1239;91061;186826;81852;1350;53345,53345
Mycobacterium paraffinicum,6475312,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium paraffinicum,131567;2;1783272;201174;1760;85007;1762;1763;53378,53378
Nocardia sp. FDAARGOS_372,6464747,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Nocardia;unclassified Nocardia;Nocardia sp. FDAARGOS_372,131567;2;1783272;201174;1760;85007;85025;1817;2637762;2018066,2018066
Babesia microti strain RI,6434485,cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Aconoidasida;Piroplasmida;Babesiidae;Babesia;Babesia microti;Babesia microti strain RI,131567;2759;2698737;33630;5794;422676;5863;32594;5864;5868;1133968,1133968
Mycobacterium pseudokansasii,6425786,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium pseudokansasii,131567;2;1783272;201174;1760;85007;1762;1763;2341080,2341080
Mycobacterium liflandii 128FXT,6399543,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium ulcerans group;Mycobacterium liflandii;Mycobacterium liflandii 128FXT,131567;2;1783272;201174;1760;85007;1762;1763;2993898;261524;459424,459424
Pseudomonas sp. FDAARGOS_761,6384852,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;unclassified Pseudomonas;Pseudomonas sp. FDAARGOS_761,131567;2;3379134;1224;1236;72274;135621;286;196821;2545800,2545800
Bacteroides congonensis,6373337,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides congonensis,131567;2;3379134;1783270;68336;976;200643;171549;815;816;1871006,1871006
Bacteroides faecis,6352228,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides faecis,131567;2;3379134;1783270;68336;976;200643;171549;815;816;674529,674529
Aneurinibacillus migulanus,6348994,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Aneurinibacillus group;Aneurinibacillus;Aneurinibacillus migulanus,131567;2;1783272;1239;91061;1385;186822;85151;55079;47500,47500
Mycobacterium attenuatum,6344986,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium attenuatum,131567;2;1783272;201174;1760;85007;1762;1763;2341086,2341086
Mycobacterium syngnathidarum,6344489,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium syngnathidarum,131567;2;1783272;201174;1760;85007;1762;1763;1908205,1908205
Mycobacterium marinum,6321947,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium ulcerans group;Mycobacterium marinum,131567;2;1783272;201174;1760;85007;1762;1763;2993898;1781,1781
Mycobacterium gallinarum,6301681,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium gallinarum,131567;2;1783272;201174;1760;85007;1762;1763;39689,39689
Klebsiella sp. FDAARGOS_511,6290193,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;unclassified Klebsiella;Klebsiella sp. FDAARGOS_511,131567;2;3379134;1224;1236;91347;543;2890311;570;2608929;2488567,2488567
Bacteroides stercorirosoris,6268181,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides stercorirosoris,131567;2;3379134;1783270;68336;976;200643;171549;815;816;871324,871324
Mycobacterium vicinigordonae,6266765,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium vicinigordonae,131567;2;1783272;201174;1760;85007;1762;1763;1719132,1719132
Mycolicibacterium vulneris,6266718,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium;Mycolicibacterium vulneris,131567;2;1783272;201174;1760;85007;1762;1866885;547163,547163
Mycobacterium numidiamassiliense,6248949,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium numidiamassiliense,131567;2;1783272;201174;1760;85007;1762;1763;1841861,1841861
Mycobacterium conspicuum,6237139,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium conspicuum,131567;2;1783272;201174;1760;85007;1762;1763;44010,44010
Mycolicibacterium palauense,6230283,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium;Mycolicibacterium palauense,131567;2;1783272;201174;1760;85007;1762;1866885;2034511,2034511
Mycobacterium persicum,6217645,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium persicum,131567;2;1783272;201174;1760;85007;1762;1763;1487726,1487726
Mycobacterium neglectum,6209311,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium neglectum,131567;2;1783272;201174;1760;85007;1762;1763;242737,242737
Agrobacterium sp. FDAARGOS_525,6193908,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium/Agrobacterium group;Agrobacterium;unclassified Agrobacterium;Agrobacterium sp. FDAARGOS_525,131567;2;3379134;1224;28211;356;82115;227290;357;2632611;2420311,2420311
Mycobacterium simulans,6192024,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium simulans,131567;2;1783272;201174;1760;85007;1762;1763;627089,627089
Mycobacterium innocens,6187059,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium innocens,131567;2;1783272;201174;1760;85007;1762;1763;2341083,2341083
Mycobacterium scrofulaceum,6170273,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium scrofulaceum,131567;2;1783272;201174;1760;85007;1762;1763;1783,1783
Pseudomonas fluorescens,6134597,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas fluorescens group;Pseudomonas fluorescens,131567;2;3379134;1224;1236;72274;135621;286;136843;294,294
Mycolicibacterium pallens,6093551,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium;Mycolicibacterium pallens,131567;2;1783272;201174;1760;85007;1762;1866885;370524,370524
Mycolicibacterium senegalense,6086722,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium;Mycolicibacterium senegalense,131567;2;1783272;201174;1760;85007;1762;1866885;1796,1796
Mycobacterium paraseoulense,6085955,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium paraseoulense,131567;2;1783272;201174;1760;85007;1762;1763;590652,590652
Mycobacterium ulcerans subsp. shinshuense,6066298,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium ulcerans group;Mycobacterium ulcerans;Mycobacterium ulcerans subsp. shinshuense,131567;2;1783272;201174;1760;85007;1762;1763;2993898;1809;1124626,1124626
Mycobacterium pseudoshottsii JCM 15466,6061597,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium ulcerans group;Mycobacterium pseudoshottsii;Mycobacterium pseudoshottsii JCM 15466,131567;2;1783272;201174;1760;85007;1762;1763;2993898;265949;1136880,1136880
Raoultella ornithinolytica,6040823,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Raoultella;Raoultella ornithinolytica,131567;2;3379134;1224;1236;91347;543;2890311;160674;54291,54291
Pediococcus acidilactici,6031256,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus;Pediococcus acidilactici group;Pediococcus acidilactici,131567;2;1783272;1239;91061;186826;33958;1253;1670797;1254,1254
Mycobacterium terramassiliense,6029582,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium terramassiliense,131567;2;1783272;201174;1760;85007;1762;1763;1841859,1841859
Mycobacterium ostraviense,6027332,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium ostraviense,131567;2;1783272;201174;1760;85007;1762;1763;2738409,2738409
Mycobacterium rhizamassiliense,6015470,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium rhizamassiliense,131567;2;1783272;201174;1760;85007;1762;1763;1841860,1841860
Mycolicibacterium diernhoferi,5982379,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium;Mycolicibacterium diernhoferi,131567;2;1783272;201174;1760;85007;1762;1866885;1801,1801
Mycobacterium branderi,5979623,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium branderi,131567;2;1783272;201174;1760;85007;1762;1763;43348,43348
Mycobacterium shottsii,5973149,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium ulcerans group;Mycobacterium shottsii,131567;2;1783272;201174;1760;85007;1762;1763;2993898;133549,133549
Budvicia aquatica,5946490,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Budviciaceae;Budvicia;Budvicia aquatica,131567;2;3379134;1224;1236;91347;1903416;82978;82979,82979
Mycobacterium asiaticum DSM 44297,5938932,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium asiaticum;Mycobacterium asiaticum DSM 44297,131567;2;1783272;201174;1760;85007;1762;1763;1790;1265310,1265310
Agrobacterium tumefaciens,5932670,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium/Agrobacterium group;Agrobacterium;Agrobacterium tumefaciens complex;Agrobacterium tumefaciens,131567;2;3379134;1224;28211;356;82115;227290;357;1183400;358,358
Streptococcus constellatus,5920525,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus anginosus group;Streptococcus constellatus,131567;2;1783272;1239;91061;186826;1300;1301;671232;76860,76860
Pseudomonas luteola,5901383,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas luteola,131567;2;3379134;1224;1236;72274;135621;286;47886,47886
Pseudomonas monteilii,5897272,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas monteilii,131567;2;3379134;1224;1236;72274;135621;286;136845;76759,76759
Arcanobacterium haemolyticum,5863733,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Arcanobacterium;Arcanobacterium haemolyticum,131567;2;1783272;201174;1760;2037;2049;28263;28264,28264
Mycobacterium gastri,5816659,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium gastri,131567;2;1783272;201174;1760;85007;1762;1763;1777,1777
Mycobacterium ulcerans Agy99,5805761,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium ulcerans group;Mycobacterium ulcerans;Mycobacterium ulcerans Agy99,131567;2;1783272;201174;1760;85007;1762;1763;2993898;1809;362242,362242
Bacteroides intestinalis,5785766,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides intestinalis,131567;2;3379134;1783270;68336;976;200643;171549;815;816;329854,329854
Mycobacterium helveticum,5772032,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium helveticum,131567;2;1783272;201174;1760;85007;1762;1763;2592811,2592811
Bacteroides faecalis,5771427,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides faecalis,131567;2;3379134;1783270;68336;976;200643;171549;815;816;2447885,2447885
Bacteroides luhongzhouii,5760088,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides luhongzhouii,131567;2;3379134;1783270;68336;976;200643;171549;815;816;2650158,2650158
Cupriavidus gilardii,5760010,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus;Cupriavidus gilardii,131567;2;3379134;1224;28216;80840;119060;106589;82541,82541
Mycobacterium kyogaense,5759757,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium kyogaense,131567;2;1783272;201174;1760;85007;1762;1763;2212479,2212479
Mycolicibacterium holsaticum,5748336,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium;Mycolicibacterium holsaticum,131567;2;1783272;201174;1760;85007;1762;1866885;152142,152142
Serratia fonticola,5725385,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Serratia;Serratia fonticola,131567;2;3379134;1224;1236;91347;1903411;613;47917,47917
Bacillus sp. (in: firmicutes),5703621,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;unclassified Bacillus (in: firmicutes);Bacillus sp. (in: firmicutes),131567;2;1783272;1239;91061;1385;186817;1386;185979;1409,1409
Bacillus sp. FDAARGOS_527,5701116,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;unclassified Bacillus (in: firmicutes);Bacillus sp. FDAARGOS_527,131567;2;1783272;1239;91061;1385;186817;1386;185979;2576356,2576356
Mycobacterium alsense,5692845,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium alsense,131567;2;1783272;201174;1760;85007;1762;1763;324058,324058
Mycolicibacterium grossiae,5681602,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium;Mycolicibacterium grossiae,131567;2;1783272;201174;1760;85007;1762;1866885;1552759,1552759
Bacillus mycoides,5647273,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus cereus group;Bacillus mycoides,131567;2;1783272;1239;91061;1385;186817;1386;86661;1405,1405
Chryseobacterium gleum,5643321,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium group;Chryseobacterium;Chryseobacterium gleum,131567;2;3379134;1783270;68336;976;117743;200644;2762318;2782232;59732;250,250
Mycobacterium ulcerans,5625184,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium ulcerans group;Mycobacterium ulcerans,131567;2;1783272;201174;1760;85007;1762;1763;2993898;1809,1809
Mycobacterium talmoniae,5622166,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium talmoniae,131567;2;1783272;201174;1760;85007;1762;1763;1858794,1858794
Bacillus sp. FDAARGOS_235,5608392,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus cereus group;unclassified Bacillus cereus group;Bacillus sp. FDAARGOS_235,131567;2;1783272;1239;91061;1385;186817;1386;86661;2750818;1839798,1839798
Mycobacterium basiliense,5607630,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium basiliense,131567;2;1783272;201174;1760;85007;1762;1763;2094119,2094119
Enterobacter cloacae,5602625,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;Enterobacter cloacae complex;Enterobacter cloacae,131567;2;3379134;1224;1236;91347;543;547;354276;550,550
Mycobacterium spongiae,5581157,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium spongiae,131567;2;1783272;201174;1760;85007;1762;1763;886343,886343
Corynebacterium aurimucosum,5567250,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium aurimucosum,131567;2;1783272;201174;1760;85007;1653;1716;169292,169292
Prevotella nigrescens,5560184,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella nigrescens,131567;2;3379134;1783270;68336;976;200643;171549;171552;838;28133,28133
Enterocloster clostridioformis,5539047,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Enterocloster;Enterocloster clostridioformis,131567;2;1783272;1239;186801;3085636;186803;2719313;1531,1531
Jonesia denitrificans,5538444,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Jonesiaceae;Jonesia;Jonesia denitrificans,131567;2;1783272;201174;1760;85006;85022;43673;43674,43674
Mycobacterium seoulense,5531300,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium seoulense,131567;2;1783272;201174;1760;85007;1762;1763;386911,386911
